WKT,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,latitude,longitude
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.411618,-119.87858
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.417009,-119.880766
"POINT (-119.8728 34.417252)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.417252,-119.8728
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.412913,-119.880238
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Hypoponera,,,34.41733,-119.87962
"POINT (-119.877727 34.410752)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.410752,-119.877727
"POINT (-119.876395 34.417261)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.417261,-119.876395
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.411937,-119.882077
"POINT (-119.882561 34.413386)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.413386,-119.882561
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.412913,-119.880238
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,hespera,34.411618,-119.87858
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.882561 34.413386)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,,34.413386,-119.882561
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.412913,-119.880238
"POINT (-119.882561 34.413386)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.413386,-119.882561
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,,34.411937,-119.882077
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.412913,-119.880238
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,,34.411937,-119.882077
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.411937,-119.882077
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.412513,-119.878829
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,clarithorax,34.412513,-119.878829
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,,34.412913,-119.880238
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,,34.411937,-119.882077
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,clarithorax,34.412513,-119.878829
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,hespera,34.411937,-119.882077
"POINT (-119.8789 34.4079)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.4079,-119.8789
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,clarithorax,34.412513,-119.878829
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,,34.411937,-119.882077
"POINT (-119.876395 34.417261)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.417261,-119.876395
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.87858 34.411618)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.411618,-119.87858
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.417009,-119.880766
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.411937,-119.882077
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.412513,-119.878829
"POINT (-119.880766 34.417009)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.417009,-119.880766
"POINT (-119.882077 34.411937)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,,34.411937,-119.882077
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,clarithorax,34.412513,-119.878829
"POINT (-119.878829 34.412513)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.412513,-119.878829
"POINT (-119.877727 34.410752)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.410752,-119.877727
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41491,-119.8802
"POINT (-119.87875 34.407281)",Animalia,Arthropoda,Maxillopoda,Pedunculata,Pollicipedidae,Pollicipes,,polymerus,34.407281,-119.87875
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.412913,-119.880238
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.878789 34.412635)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.412635,-119.878789
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.412913,-119.880238
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41238,-119.8811
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.412913,-119.880238
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41238,-119.8811
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.412913,-119.880238
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.412913,-119.880238
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,,,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.879611 34.417326)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,,34.417326,-119.879611
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,,,34.41276,-119.88231
"POINT (-119.878658 34.413244)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.413244,-119.878658
"POINT (-119.879611 34.417326)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.417326,-119.879611
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,,,34.412913,-119.880238
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.880238 34.412913)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,,andrei,34.412913,-119.880238
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41238,-119.8811
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,incompletum,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Anthophila,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Anthophila,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8821 34.41146)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41146,-119.8821
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Anthophila,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Anthophila,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidium,,,34.41276,-119.88231
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,mellifera,34.41238,-119.8811
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41491,-119.8802
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,tegulare,34.41733,-119.87692
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87859 34.4087)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.4087,-119.87859
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87692
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41238,-119.8811
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87859 34.4087)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,,acantha,34.4087,-119.87859
"POINT (-119.8811 34.41238)",Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,,,,34.41238,-119.8811
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41491,-119.8802
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,incompletum,34.41733,-119.87692
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,,nanula,34.41491,-119.8802
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,,arizonensis,34.41276,-119.88231
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41276,-119.88231
"POINT (-119.87859 34.4087)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.4087,-119.87859
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,,bituberculata,34.41733,-119.87692
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.8821 34.41146)",Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,,,34.41146,-119.8821
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,pavonotum,34.41276,-119.88231
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41276,-119.88231
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,ligatus,34.41733,-119.87692
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,,texanus,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87692
"POINT (-119.88231 34.41276)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41276,-119.88231
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,incompletum,34.41733,-119.87692
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87962
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41733,-119.87692
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Anthophila,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,,,34.41491,-119.8802
"POINT (-119.87692 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,tripartitus,34.41733,-119.87692
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41491,-119.8802
"POINT (-119.8802 34.41491)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41491,-119.8802
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
"POINT (-119.87962 34.41733)",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,,34.41733,-119.87962
